run_name,best_val_is_bps,ckpt,csv,batch_size_chunks,chunk_len,clip_eps,ent_coef,gamma,horizon_steps,lam,lr,max_child_qty,patience,pov_cap,ppo_epochs,rollout_episodes,seed,side,taker_fee_rate,target_qty,val_seed
DOGE_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983164895927384,checkpoints/DOGE/DOGE_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.2,0.01,0.999,4320,0.95,0.0003,3500.0,20,0.1,4,16,1,buy,0.0,3000000.0,999
DOGE_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983410061687636,checkpoints/DOGE/DOGE_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.0003_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.2,0.005,0.999,4320,0.95,0.0003,3500.0,20,0.1,4,16,1,buy,0.0,3000000.0,999
DOGE_lr0.0003_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983651187273593,checkpoints/DOGE/DOGE_lr0.0003_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.0003_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.2,0.01,0.999,4320,0.95,0.0003,3500.0,20,0.1,8,16,1,buy,0.0,3000000.0,999
DOGE_lr0.0003_clip0.2_ent0.05_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983698111742186,checkpoints/DOGE/DOGE_lr0.0003_clip0.2_ent0.05_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.0003_clip0.2_ent0.05_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.2,0.05,0.999,4320,0.95,0.0003,3500.0,20,0.1,4,16,1,buy,0.0,3000000.0,999
DOGE_lr0.0003_clip0.2_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983761473304131,checkpoints/DOGE/DOGE_lr0.0003_clip0.2_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.0003_clip0.2_ent0.05_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.2,0.05,0.999,4320,0.95,0.0003,3500.0,20,0.1,8,16,1,buy,0.0,3000000.0,999
DOGE_lr0.0003_clip0.1_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983806967522099,checkpoints/DOGE/DOGE_lr0.0003_clip0.1_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.0003_clip0.1_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.1,0.005,0.999,4320,0.95,0.0003,3500.0,20,0.1,8,16,1,buy,0.0,3000000.0,999
DOGE_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983838096358217,checkpoints/DOGE/DOGE_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.001_clip0.1_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.1,0.01,0.999,4320,0.95,0.001,3500.0,20,0.1,8,16,1,buy,0.0,3000000.0,999
DOGE_lr0.001_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983856161902604,checkpoints/DOGE/DOGE_lr0.001_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.001_clip0.2_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.2,0.005,0.999,4320,0.95,0.001,3500.0,20,0.1,4,16,1,buy,0.0,3000000.0,999
DOGE_lr0.0003_clip0.1_ent0.05_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983909486665113,checkpoints/DOGE/DOGE_lr0.0003_clip0.1_ent0.05_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.0003_clip0.1_ent0.05_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.1,0.05,0.999,4320,0.95,0.0003,3500.0,20,0.1,4,16,1,buy,0.0,3000000.0,999
DOGE_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983921276354249,checkpoints/DOGE/DOGE_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.2,0.01,0.999,4320,0.95,0.001,3500.0,20,0.1,8,16,1,buy,0.0,3000000.0,999
DOGE_lr0.0003_clip0.1_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983930201068035,checkpoints/DOGE/DOGE_lr0.0003_clip0.1_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.0003_clip0.1_ent0.005_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.1,0.005,0.999,4320,0.95,0.0003,3500.0,20,0.1,4,16,1,buy,0.0,3000000.0,999
DOGE_lr0.0003_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,0.7983979516340125,checkpoints/DOGE/DOGE_lr0.0003_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,logs/DOGE/DOGE_lr0.0003_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0.csv,16,32,0.2,0.005,0.999,4320,0.95,0.0003,3500.0,20,0.1,8,16,1,buy,0.0,3000000.0,999
