iter,run_name,symbol,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,rollout_episodes,target_kl,seed,val_seed,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
18,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,25166,-7.93328751909425e-05,1572.875,-0.008353050726000219,0.0005339929917048991,0.00012607231796209816,0.8950080063939094,0.002930270986054082,0.0305775606748648,0.4755660478025675,0.844069859627851,1.0,-8.440698596278524e-05,164.59047436714172,0.7984615175786459,8,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
19,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,27474,-7.494967655612245e-05,1717.125,-0.009488135891627858,-0.0005429201301012654,0.0001244604043181012,0.9007446131922981,0.003664281997391134,0.03269098328362981,0.6560646876692772,0.8305315200413402,0.9999999999999997,-8.30531520041342e-05,194.1984372138977,0.7984615175786459,9,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
20,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,26459,-7.84478615366345e-05,1653.6875,-0.009594128210150267,-0.0006204094839590824,8.656322928079633e-05,0.9017000546995199,0.0027476225484449213,0.02733927487422062,0.6442426449074498,0.8212897176805263,1.0,-8.21289717680528e-05,193.25887799263,0.7984615175786459,10,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
21,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,23907,-7.584425928699205e-05,1494.1875,-0.009475564317350896,-0.00045531149048342695,8.447681443612964e-05,0.9062491493920485,0.0029277431353117813,0.025327637420559768,0.568429249843272,0.8106094012915902,0.9999999999999999,-8.10609401291592e-05,188.0292191505432,0.7984615175786459,11,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
22,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,28221,-8.355964356104963e-05,1763.8125,-0.009057827651434178,8.848044306627603e-06,0.00010889593230396193,0.9121123826397317,0.0024648044270309455,0.029558960738151136,0.7126038374512323,0.8395600354185188,1.0000000000000002,-8.395600354185205e-05,193.51677989959717,0.7984615175786459,12,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
23,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,26261,-8.43996885746566e-05,1641.3125,-0.009870084846625105,-0.0008092506305169641,0.00010577116215524886,0.9113719961964167,0.0026261278104234755,0.027416100844185658,0.47721810269957554,0.8334815914412644,1.0,-8.334815914412666e-05,197.22106766700745,0.7984615175786459,13,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
24,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,27484,-8.154712354894095e-05,1717.75,-0.010407173819839955,-0.0013120196420541932,9.080490870639386e-05,0.9140556823123586,0.0025660476402580654,0.03684474097310819,0.6188031661916863,0.8195596023873426,1.0,-8.195596023873443e-05,189.39830803871155,0.7984615175786459,14,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
25,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,27160,-7.695195074931146e-05,1697.5,-0.009789044503122568,-0.0006630853797970853,8.081031218251964e-05,0.9166364509750295,0.0028494160801551846,0.02088929463557347,0.4520196637345685,0.8327210248993865,1.0,-8.327210248993886e-05,190.1097390651703,0.7984615175786459,15,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
26,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,27432,-7.468468032628135e-05,1714.5,-0.009521796643225984,-0.00034746208115062803,8.280392582739957e-05,0.9215736744078723,0.002837404349867773,0.0264354640385136,0.6654486459764567,0.8257346866814814,1.0,-8.257346866814833e-05,191.74557304382324,0.7984615175786459,16,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
27,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,29947,-7.619437339063397e-05,1871.6875,-0.009603574751655302,-0.00040944378392101464,7.727679426121325e-05,0.9232769590818276,0.0023815880762860973,0.021042753689748755,0.6845414600003574,0.8205578116275959,1.0,-8.205578116275976e-05,191.9137477874756,0.7984615175786459,17,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
28,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,26312,-7.896677490482512e-05,1644.5,-0.009998921302702421,-0.0008495599113849459,9.26123165334922e-05,0.9195667768900211,0.0028045352698357487,0.02436650097661186,0.8925073013927501,0.8340892479761456,0.9999999999999999,-8.340892479761476e-05,190.6096329689026,0.7984615175786459,18,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
29,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,27486,-6.580032440823213e-05,1717.875,-0.00979083341715688,-0.0006350683434820068,7.884280325511513e-05,0.9195186661048369,0.002624544756955319,0.024374318775847892,0.5737833173776214,0.8255932226276914,1.0,-8.255932226276933e-05,188.66977906227112,0.7984615175786459,19,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
30,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed3_H4320_Q3e+06_pov0.1_fee0,DOGE,23807,-6.550735513317597e-05,1487.9375,-0.009207874393905514,-2.7656730708258692e-05,7.998553314791934e-05,0.9220210682600737,0.00373863945389985,0.034022726671537384,0.43854808444157245,0.8262846122602671,1.0,-8.262846122602684e-05,186.80852508544922,0.7984615175786459,20,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,16,0.02,3,999,4320,buy,3000000.0,3500.0,0.1,0.0
