iter,run_name,symbol,preset,base_ckpt,base_run_name,steps_collected,train_ep_mean_return,train_ep_mean_steps,loss_total,loss_pi,loss_v,entropy,approx_kl,clip_frac,grad_norm,val_mean_is_bps,val_mean_completion,val_mean_return,val_n_trials,val_episodes_per_trial,time_sec,best_val_is_bps,bad_iters,lr,clip_eps,vf_coef,ent_coef,max_grad_norm,gamma,lam,chunk_len,batch_size_chunks,ppo_epochs,target_kl,seed,val_seed,rollout_trials,episodes_per_trial,horizon_steps,side,target_qty,max_child_qty,pov_cap,taker_fee_rate
27,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.4916924285887055e-09,4320.0,-0.013122086337642502,-0.0003146657693394917,1.3203473458205466e-06,1.280808104188354,0.0009947919391615195,0.006665717230902778,0.11584618939000561,0.13761783807625128,0.00021429123363133327,-3.1145158721460094e-09,50,4,909.8949160575867,0.12779618576055005,9,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
28,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.6546239223224414e-09,4320.0,-0.013171079918242025,-0.0002184442649094207,1.2791994971826802e-06,1.2953275551122647,0.0008326822110743874,0.005857566550925926,0.12016451656387223,0.13317819403242503,0.0002095390986438333,-2.9375700928551318e-09,50,4,910.351625919342,0.12779618576055005,10,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
29,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.4452292400750194e-09,4320.0,-0.013300498921954488,-0.00028653156175466766,1.159613934786096e-06,1.3014547465438093,0.0008572861640358396,0.004781991464120371,0.13133744751749973,0.1342392583619547,0.00021075445412033322,-2.9835730947764516e-09,50,4,913.0368967056274,0.12779618576055005,11,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
30,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.5850857936929474e-09,4320.0,-0.013455263166947083,-0.0003861935251027009,1.383192458462815e-06,1.3069761543914125,0.00097240498596673,0.006260398582175926,0.1308802316258489,0.13428136884183103,0.00020732239337333325,-2.9080959547296854e-09,50,4,908.9372606277466,0.12779618576055005,12,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
31,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.5490186898231265e-09,4320.0,-0.013707498611054487,-0.0005485251815992308,1.7139558595864385e-06,1.315983070446937,0.0009511521902890376,0.006055139612268518,0.1362089641844957,0.13382514155866665,0.00021314136263416662,-3.0126359103876415e-09,50,4,913.0480148792267,0.12779618576055005,13,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
32,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.6414482396480892e-09,4320.0,-0.013902664107822434,-0.0005956389321942913,2.0576633439770317e-06,1.3308054301059908,0.0010429164729160861,0.007251202618634259,0.13932468908390513,0.13515535109633806,0.00020981168146216658,-2.967690034983928e-09,50,4,910.1536700725555,0.12779618576055005,14,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
33,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.5759982295774965e-09,4320.0,-0.014070629232338872,-0.0006848489939565533,2.1977740056234586e-06,1.3386879424116125,0.0011126333947484252,0.007700602213541667,0.15214853608135687,0.13685100566370323,0.0002093729581039999,-3.0240287148559425e-09,50,4,911.3044967651367,0.12779618576055005,15,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
34,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.6160652518041327e-09,4320.0,-0.014438541944427587,-0.0009357997069417723,2.6230611101177406e-06,1.350405407089878,0.0012109693333682285,0.008502875434027777,0.1581976657401322,0.13541842932639409,0.00020863925652466663,-2.9795038983860675e-09,50,4,908.3437740802765,0.12779618576055005,16,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
35,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.627041571903472e-09,4320.0,-0.014653170335373876,-0.0010537770662873906,3.867618389138036e-06,1.3601327374991443,0.0014100166174574513,0.009943305121527777,0.16511713236880798,0.13501972768166776,0.00021540905344749996,-3.0556059954648714e-09,50,4,907.7532930374146,0.12779618576055005,17,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
36,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.5515218701568854e-09,4320.0,-0.014792024162684188,-0.001040980001912599,3.0996958799053737e-06,1.3752594307202983,0.001365122066905584,0.010570610894097223,0.16843755183120568,0.13179106559872217,0.00020555614919399998,-2.8536328206871393e-09,50,4,911.230859041214,0.12779618576055005,18,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
37,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.5377185192930385e-09,4320.0,-0.01504254511307442,-0.001156311021084009,3.807017389943099e-06,1.388813789713162,0.001405251201180767,0.010494656032986112,0.16569667161588936,0.13471740156317202,0.00021029623675533328,-2.9512184772972807e-09,50,4,910.2784180641174,0.12779618576055005,19,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
38,RL2_DOGE_DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0_trial4_rt64,DOGE,DOGE_PPO_1,checkpoints/DOGE/DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0/best.weights.h5,DOGE_S2B1_lr0.0003_clip0.2_ent0.01_ep4_bs16_cl32_gamma0.999_lam0.95_seed1_H4320_Q3e+06_pov0.1_fee0,1105920,-1.55241958027389e-09,4320.0,-0.015137085087459397,-0.0011701482527213456,3.556904906580153e-06,1.3968715591011225,0.00134019880752021,0.010517487702546296,0.17832430000158234,0.13438646192010523,0.00020805880725099994,-2.9286569285343628e-09,50,4,916.06436419487,0.12779618576055005,20,0.0003,0.2,0.5,0.01,0.5,0.999,0.95,32,16,4,0.02,1,999,64,4,4320,buy,3000000.0,3500.0,0.1,0.0
